Destination,Country,Prefix,Rate
Albania,ALB,35527790,0.4231
Albania,ALB,35527840,0.4231
Albania,ALB,35527860,0.4231
Albania,ALB,35527880,0.4231
Albania,ALB,35527923,0.4231
Albania,ALB,35527950,0.4231
Albania,ALB,35527970,0.4231
Albania,ALB,35527990,0.4231
Albania,ALB,35528123,0.4231
Albania,ALB,35528124,0.4231
Albania,ALB,35528143,0.4231
Albania,ALB,35528144,0.4231
Albania,ALB,35528190,0.4231
Albania,ALB,35528223,0.4231
Albania,ALB,35528250,0.4231
Albania,ALB,35528270,0.4231
Albania,ALB,35528290,0.4231
Albania,ALB,35528323,0.4231
Albania,ALB,35528350,0.4231
Albania,ALB,35528390,0.4231
Albania,ALB,35528450,0.4231
Albania,ALB,35528523,0.4231
Albania,ALB,35528570,0.4231
Albania,ALB,35528623,0.4231
Albania,ALB,35528643,0.4231
Albania,ALB,35528680,0.4231
Albania,ALB,35528763,0.4231
Albania,ALB,35528790,0.4231
Albania,ALB,35528823,0.4231
Albania,ALB,35528850,0.4231
Albania,ALB,35528870,0.4231
Albania,ALB,35528890,0.4231
Albania,ALB,35528923,0.4231
Albania,ALB,35528950,0.4231
Albania,ALB,35528970,0.4231
Albania,ALB,35528990,0.4231
Albania,ALB,35529140,0.4231
Albania,ALB,35529190,0.4231
Albania,ALB,35529240,0.4231
Albania,ALB,35529280,0.4231
Albania,ALB,35529340,0.4231
Albania,ALB,35529370,0.4231
Albania,ALB,35529390,0.4231
Albania,ALB,35529423,0.4231
Albania,ALB,35529460,0.4231
Albania,ALB,35529490,0.4231
Albania,ALB,35529523,0.4231
Albania,ALB,35529550,0.4231
Albania,ALB,35529570,0.4231
Albania,ALB,35529590,0.4231
Albania,ALB,35529623,0.4231
Albania,ALB,35529650,0.4231
Albania,ALB,35529680,0.4231
Albania,ALB,35529723,0.4231
Albania,ALB,35529750,0.4231
Albania,ALB,35529763,0.4231
Albania,ALB,35529780,0.4231
Albania,ALB,35531150,0.4231
Albania,ALB,35531151,0.4231
Albania,ALB,35531250,0.4231
Albania,ALB,35531350,0.4231
Albania,ALB,35531351,0.4231
Albania,ALB,35536023,0.4231
Albania,ALB,35536043,0.4231
Albania,ALB,35536063,0.4231
Albania,ALB,35536073,0.4231
Albania,ALB,35536090,0.4231
Albania,ALB,35536150,0.4231
Albania,ALB,35536240,0.4231
Albania,ALB,35536290,0.4231
Albania,ALB,35536340,0.4231
Albania,ALB,35536380,0.4231
Albania,ALB,35536440,0.4231
Albania,ALB,35536480,0.4231
Albania,ALB,35536540,0.4231
Albania,ALB,35536580,0.4231
Albania,ALB,35536640,0.4231
Albania,ALB,35536670,0.4231
Albania,ALB,35536740,0.4231
Albania,ALB,35536770,0.4231
Albania,ALB,35536840,0.4231
Albania,ALB,35536890,0.4231
Albania,ALB,35536923,0.4231
Albania,ALB,35536993,0.4231
Albania,ALB,35537140,0.4231
Albania,ALB,35537141,0.4231
Albania,ALB,35537223,0.4231
Albania,ALB,35537263,0.4231
Albania,ALB,35537283,0.4231
Albania,ALB,35537293,0.4231
Albania,ALB,35537340,0.4231
Albania,ALB,35537370,0.4231
Albania,ALB,35537393,0.4231
Albania,ALB,35537450,0.4231
Albania,ALB,35537490,0.4231
Albania,ALB,35537494,0.4231
Albania,ALB,35537523,0.4231
Albania,ALB,35537563,0.4231
Albania,ALB,35537590,0.4231
Albania,ALB,35537623,0.4231
Albania,ALB,35537680,0.4231
Albania,ALB,35537740,0.4231
Albania,ALB,35537773,0.4231
Albania,ALB,35537790,0.4231
Albania,ALB,35537823,0.4231
Albania,ALB,35537843,0.4231
Albania,ALB,35537853,0.4231
Albania,ALB,35537870,0.4231
Albania,ALB,35537890,0.4231
Albania,ALB,35538150,0.4231
Albania,ALB,35538151,0.4231
Albania,ALB,35538152,0.4231
Albania,ALB,35538240,0.4231
Albania,ALB,35538241,0.4231
Albania,ALB,35538350,0.4231
Albania,ALB,35538423,0.4231
Albania,ALB,35538470,0.4231
Albania,ALB,35538523,0.4231
Albania,ALB,35538593,0.4231
Albania,ALB,35538623,0.4231
Albania,ALB,35538650,0.4231
Albania,ALB,35538680,0.4231
Albania,ALB,35538693,0.4231
Albania,ALB,35538725,0.4231
Albania,ALB,35538790,0.4231
Albania,ALB,35538850,0.4231
Albania,ALB,35538923,0.4231
Albania,ALB,35538940,0.4231
Albania,ALB,35538980,0.4231
Albania,ALB,35539150,0.4231
Albania,ALB,35539151,0.4231
Albania,ALB,35539240,0.4231
Albania,ALB,35539241,0.4231
Albania,ALB,35539360,0.4231
Albania,ALB,35539361,0.4231
Albania,ALB,35539450,0.4231
Albania,ALB,35539560,0.4231
Albania,ALB,35539640,0.4231
Albania,ALB,35539690,0.4231
Albania,ALB,35539740,0.4231
Albania,ALB,35539790,0.4231
Albania,ALB,35539823,0.4231
Albania,ALB,35539850,0.4231
Albania,ALB,35539880,0.4231
Albania,ALB,35547210,0.4231
Albania,ALB,35547425,0.4231
Albania,ALB,35547550,0.4231
Albania,ALB,35547700,0.4231
Albania,ALB,35547870,0.4231
Albania,ALB,35547950,0.4231
Albania,ALB,35548270,0.4231
Albania,ALB,35548271,0.4231
Albania,ALB,35548272,0.4231
Albania,ALB,35548570,0.4231
Albania,ALB,35548660,0.4231
Albania,ALB,35548750,0.4231
Albania,ALB,35548855,0.4231
Albania,ALB,35548935,0.4231
Albania,ALB,35548936,0.4231
Albania,ALB,35549250,0.4231
Albania,ALB,35549440,0.4231
Albania,ALB,35549560,0.4231
Albania,ALB,35549730,0.4231
Albania,ALB,35549830,0.4231
Albania,ALB,35549930,0.4231
Albania,ALB,35551240,0.4231
Albania,ALB,35551241,0.4231
Albania,ALB,35551360,0.4231
Albania,ALB,35551361,0.4231
Albania,ALB,35551460,0.4231
Albania,ALB,35551461,0.4231
Albania,ALB,35556150,0.4231
Albania,ALB,35556240,0.4231
Albania,ALB,35556293,0.4231
Albania,ALB,35556340,0.4231
Albania,ALB,35556445,0.4231
Albania,ALB,35556465,0.4231
Albania,ALB,35556550,0.4231
Albania,ALB,35556583,0.4231
Albania,ALB,35557043,0.4231
Albania,ALB,35557070,0.4231
Albania,ALB,35557094,0.4231
Albania,ALB,35557180,0.4231
Albania,ALB,35557260,0.4231
Albania,ALB,35557390,0.4231
Albania,ALB,35557463,0.4231
Albania,ALB,35557464,0.4231
Albania,ALB,35557494,0.4849
Albania,ALB,35557543,0.4231
Albania,ALB,35557544,0.4231
Albania,ALB,35557584,0.4231
Albania,ALB,35557643,0.4231
Albania,ALB,35557644,0.4231
Albania,ALB,35557683,0.4231
Albania,ALB,35557770,0.4231
Albania,ALB,35557771,0.4231
Albania,ALB,35557843,0.4231
Albania,ALB,35557865,0.4231
Albania,ALB,35557943,0.4231
Albania,ALB,35557963,0.4231
Albania,ALB,35557993,0.4231
Albania,ALB,35558023,0.4231
Albania,ALB,35558073,0.4231
Albania,ALB,35558150,0.4231
Albania,ALB,35558151,0.4231
Albania,ALB,35558250,0.4231
Albania,ALB,35558323,0.4231
Albania,ALB,35558373,0.4231
Albania,ALB,35558424,0.4231
Albania,ALB,35558460,0.4231
Albania,ALB,35558484,0.4231
Albania,ALB,35558494,0.4231
Albania,ALB,35558540,0.4231
Albania,ALB,35558564,0.4231
Albania,ALB,35558580,0.4231
Albania,ALB,35558594,0.4231
Albania,ALB,35558624,0.4231
Albania,ALB,35558670,0.4231
Albania,ALB,35558693,0.4231
Albania,ALB,35558724,0.4231
Albania,ALB,35558764,0.4231
Albania,ALB,35558790,0.4231
Albania,ALB,35558824,0.4231
Albania,ALB,35558842,0.4231
Albania,ALB,35558852,0.4231
Albania,ALB,35558882,0.4231
Albania,ALB,35558924,0.4231
Albania,ALB,35558953,0.4231
Albania,ALB,35558983,0.4231
Albania,ALB,35559150,0.4231
Albania,ALB,35559240,0.4231
Albania,ALB,35559324,0.4231
Albania,ALB,35559360,0.4231
Albania,ALB,35559394,0.4231
Albania,ALB,35559424,0.4231
Albania,ALB,35559462,0.4231
Albania,ALB,35559492,0.4231
Albania,ALB,35559540,0.4231
Albania,ALB,35559572,0.4231
Albania,ALB,35559622,0.4231
Albania,ALB,35559664,0.4231
Albania,ALB,35559674,0.4231
Albania,ALB,35559684,0.4231
Albania,ALB,35559694,0.4231
Albania,ALB,35559722,0.4231
Albania,ALB,35559754,0.4231
Albania,ALB,35559770,0.4231
Albania,ALB,35559794,0.4231
Albania,ALB,35572780,0.4231
Albania,ALB,35581140,0.4231
Albania,ALB,35581141,0.4231
Albania,ALB,35581240,0.4231
Albania,ALB,35581241,0.4231
Albania,ALB,35581340,0.4231
Albania,ALB,35581341,0.4231
Albania,ALB,35581450,0.4231
Albania,ALB,35581451,0.4231
Albania,ALB,35581540,0.4231
Albania,ALB,35586022,0.4231
Albania,ALB,35586070,0.4231
Albania,ALB,35586082,0.4231
Albania,ALB,35586150,0.4231
Albania,ALB,35586260,0.4231
Albania,ALB,35586344,0.4231
Albania,ALB,35586372,0.4231
Albania,ALB,35586424,0.4231
Albania,ALB,35586462,0.4231
Albania,ALB,35586472,0.4231
Albania,ALB,35586494,0.4231
Albania,ALB,35586524,0.4231
Albania,ALB,35586572,0.4231
Albania,ALB,35586582,0.4231
Albania,ALB,35586622,0.4231
Albania,ALB,35586672,0.4231
Albania,ALB,35586750,0.4231
Albania,ALB,35586796,0.4231
Albania,ALB,35586850,0.4231
Albania,ALB,35586892,0.4231
Albania,ALB,35586922,0.4231
Albania,ALB,35586972,0.4231
Albania,ALB,35587150,0.4231
Albania,ALB,35587151,0.4231
Albania,ALB,35587174,0.4231
Albania,ALB,35587184,0.4231
Albania,ALB,35587194,0.4231
Albania,ALB,35587224,0.4231
Albania,ALB,35587270,0.4231
Albania,ALB,35587294,0.4231
Albania,ALB,35587322,0.4231
Albania,ALB,35587392,0.4231
Albania,ALB,35587442,0.4231
Albania,ALB,35587482,0.4231
Albania,ALB,35587540,0.4231
Albania,ALB,35587622,0.4231
Albania,ALB,35587652,0.4231
Albania,ALB,35587672,0.4231
Albania,ALB,35587692,0.4231
Albania,ALB,35587722,0.4231
Albania,ALB,35587760,0.4231
Albania,ALB,35587790,0.4231
Albania,ALB,35588140,0.4231
Albania,ALB,35588194,0.4231
Albania,ALB,35588222,0.4231
Albania,ALB,35588262,0.4231
Albania,ALB,35588274,0.4231
Albania,ALB,35588294,0.4231
Albania,ALB,35588324,0.4231
Albania,ALB,35588364,0.4231
Albania,ALB,35588372,0.4231
Albania,ALB,35588392,0.4231
Albania,ALB,35588420,0.4231
Albania,ALB,35588440,0.4231
Albania,ALB,35588480,0.4231
Albania,ALB,35588540,0.4231
Albania,ALB,35588590,0.4231
Albania,ALB,35588640,0.4231
Albania,ALB,35588682,0.4231
Albania,ALB,35588692,0.4231
Albania,ALB,35588722,0.4231
Albania,ALB,35588750,0.4231
Albania,ALB,35588770,0.4231
Albania,ALB,35588790,0.4231
Albania,ALB,35589140,0.4231
Albania,ALB,35589164,0.4231
Albania,ALB,35589192,0.4231
Albania,ALB,35589224,0.4231
Albania,ALB,35589280,0.4231
Albania,ALB,35589324,0.4231
Albania,ALB,35589422,0.4231
Albania,ALB,35589480,0.4231
Albania,ALB,35589524,0.4231
Albania,ALB,35589562,0.4231
Albania,ALB,35589590,0.4231
Algeria,DZA,213,0.1829
Algeria,DZA,2135,1.7140
Algeria,DZA,2136,1.0354
Algeria,DZA,2137,0.1915
Algeria,DZA,21320,0.1921
Algeria,DZA,21321,0.1974
Algeria,DZA,21322,0.1921
Algeria,DZA,21366,1.5334
Algeria,DZA,21370,0.2263
Algeria,DZA,21376,0.2263
Algeria,DZA,21377,1.5526
Algeria,DZA,21378,1.5526
Algeria,DZA,21379,1.5526
Algeria,DZA,21396,0.1915
Algeria,DZA,21396190,0.2263
Algeria,DZA,21396191,0.2263
Algeria,DZA,21396192,0.2263
American Samoa,ASM,1684,0.1164
American Samoa,ASM,1684252,0.1033
American Samoa,ASM,1684254,0.1033
American Samoa,ASM,1684256,0.1033
American Samoa,ASM,1684258,0.1033
American Samoa,ASM,1684272,0.1033
American Samoa,ASM,1684731,0.1033
American Samoa,ASM,1684733,0.1033
American Samoa,ASM,1684770,0.1033
American Samoa,ASM,1684782,0.1033
Andorra,AND,376,0.0862
Andorra,AND,3763,0.5834
Andorra,AND,3764,0.1031
Andorra,AND,3765,0.2675
Andorra,AND,3766,0.5834
Angola,AGO,244,0.1541
Angola,AGO,24491,0.2794
Angola,AGO,24492,0.4496
Angola,AGO,24493,0.4496
Angola,AGO,24494,0.4496
Angola,AGO,24499,0.2794
Anguilla,AIA,1264,0.4912
Anguilla,AIA,1264222,0.4034
Anguilla,AIA,1264235,0.5930
Anguilla,AIA,1264297,0.5363
Anguilla,AIA,1264333,0.4034
Anguilla,AIA,1264461,0.4034
Anguilla,AIA,1264462,0.4034
Anguilla,AIA,1264469,0.5930
Anguilla,AIA,1264476,0.5930
Anguilla,AIA,1264497,0.4034
Anguilla,AIA,1264498,0.4034
Anguilla,AIA,1264536,0.5663
Anguilla,AIA,1264537,0.5663
Anguilla,AIA,1264543,0.5179
Anguilla,AIA,1264581,0.5930
Anguilla,AIA,1264582,0.5930
Anguilla,AIA,1264583,0.5930
Anguilla,AIA,1264584,0.5930
Anguilla,AIA,1264724,0.4034
Anguilla,AIA,1264729,0.5930
Anguilla,AIA,1264772,0.5930
Antarctica,ATA,672,5.0501
Antarctica,ATA,6721,4.8373
Antarctica,ATA,6723,4.4159
Antarctica,ATA,67210,4.6000
Antarctica,ATA,67211,4.6000
Antarctica,ATA,67212,4.6000
Antarctica,ATA,67213,4.6000
Antarctica,ATA,672145,4.6000
Antigua and Barbuda,ATG,1268,0.5221
Antigua and Barbuda,ATG,126872,0.5555
Antigua and Barbuda,ATG,126877,0.5555
Antigua and Barbuda,ATG,126878,0.5555
Antigua and Barbuda,ATG,1268222,0.6271
Antigua and Barbuda,ATG,1268324,0.6271
Antigua and Barbuda,ATG,1268404,0.6271
Antigua and Barbuda,ATG,1268409,0.6271
Antigua and Barbuda,ATG,1268433,0.6271
Antigua and Barbuda,ATG,1268446,0.6271
Antigua and Barbuda,ATG,1268460,0.6271
Antigua and Barbuda,ATG,1268461,0.6271
Antigua and Barbuda,ATG,1268462,0.6271
Antigua and Barbuda,ATG,1268463,0.6271
Antigua and Barbuda,ATG,1268464,0.6799
Antigua and Barbuda,ATG,1268468,0.6271
Antigua and Barbuda,ATG,1268480,0.6271
Antigua and Barbuda,ATG,1268481,0.6271
Antigua and Barbuda,ATG,1268482,0.6271
Antigua and Barbuda,ATG,1268484,0.6271
Antigua and Barbuda,ATG,1268560,0.6271
Antigua and Barbuda,ATG,1268561,0.6271
Antigua and Barbuda,ATG,1268562,0.6271
Antigua and Barbuda,ATG,1268572,0.6271
Antigua and Barbuda,ATG,1268686,0.6271
Antigua and Barbuda,ATG,1268713,0.6271
Antigua and Barbuda,ATG,1268714,0.6271
Antigua and Barbuda,ATG,1268715,0.6271
Antigua and Barbuda,ATG,1268716,0.6678
Antigua and Barbuda,ATG,1268717,0.6678
Antigua and Barbuda,ATG,1268718,0.6678
Antigua and Barbuda,ATG,1268719,0.6678
Antigua and Barbuda,ATG,1268720,0.6678
Antigua and Barbuda,ATG,1268721,0.6678
Antigua and Barbuda,ATG,1268722,0.6678
Antigua and Barbuda,ATG,1268723,0.6799
Antigua and Barbuda,ATG,1268724,0.6678
Antigua and Barbuda,ATG,1268725,0.6678
Antigua and Barbuda,ATG,1268726,0.6678
Antigua and Barbuda,ATG,1268727,0.6799
Antigua and Barbuda,ATG,1268728,0.6799
Antigua and Barbuda,ATG,1268729,0.6799
Antigua and Barbuda,ATG,1268730,0.6271
Antigua and Barbuda,ATG,1268731,0.6271
Antigua and Barbuda,ATG,1268732,0.6678
Antigua and Barbuda,ATG,1268734,0.6678
Antigua and Barbuda,ATG,1268736,0.6678
Antigua and Barbuda,ATG,1268739,0.6271
Antigua and Barbuda,ATG,1268764,0.6799
Antigua and Barbuda,ATG,1268765,0.6271
Antigua and Barbuda,ATG,1268770,0.6799
Antigua and Barbuda,ATG,1268771,0.6799
Antigua and Barbuda,ATG,1268772,0.6799
Antigua and Barbuda,ATG,1268773,0.6799
Antigua and Barbuda,ATG,1268774,0.6799
Antigua and Barbuda,ATG,1268775,0.6799
Antigua and Barbuda,ATG,1268776,0.6799
Antigua and Barbuda,ATG,1268778,0.6799
Antigua and Barbuda,ATG,1268779,0.6799
Antigua and Barbuda,ATG,1268780,0.6799
Antigua and Barbuda,ATG,1268781,0.6799
Antigua and Barbuda,ATG,1268782,0.6799
Antigua and Barbuda,ATG,1268783,0.6678
Antigua and Barbuda,ATG,1268784,0.6799
Antigua and Barbuda,ATG,1268785,0.6678
Antigua and Barbuda,ATG,1268786,0.6799
Antigua and Barbuda,ATG,1268788,0.6678
Antigua and Barbuda,ATG,1268789,0.6799
Antigua and Barbuda,ATG,1268874,0.6271
Antigua and Barbuda,ATG,1268938,0.6271
Argentina,ARG,54,0.0596
Argentina,ARG,549,0.4024
Argentina,ARG,5411,0.0222
Argentina,ARG,54221,0.0222
Argentina,ARG,54223,0.0222
Argentina,ARG,54230,0.0353
Argentina,ARG,54232,0.0383
Argentina,ARG,54236,0.0343
Argentina,ARG,54237,0.0343
Argentina,ARG,54249,0.0343
Argentina,ARG,54261,0.0222
Argentina,ARG,54264,0.0343
Argentina,ARG,54266,0.0470
Argentina,ARG,54291,0.0222
Argentina,ARG,54299,0.0343
Argentina,ARG,54332,0.0343
Argentina,ARG,54336,0.0475
Argentina,ARG,54341,0.0222
Argentina,ARG,54342,0.0222
Argentina,ARG,54343,0.0343
Argentina,ARG,54348,0.0343
Argentina,ARG,54351,0.0222
Argentina,ARG,54353,0.0407
Argentina,ARG,54354,0.0470
Argentina,ARG,54357,0.0470
Argentina,ARG,54358,0.0343
Argentina,ARG,54362,0.0398
Argentina,ARG,54364,0.0470
Argentina,ARG,54372,0.0394
Argentina,ARG,54379,0.0475
Argentina,ARG,54381,0.0394
Argentina,ARG,54387,0.0470
Argentina,ARG,54670,0.0684
Argentina,ARG,54675,0.0684
Argentina,ARG,54800,0.0470
Argentina,ARG,54822,0.0470
Argentina,ARG,54911,0.4204
Argentina,ARG,542293,0.0394
Argentina,ARG,542302,0.0318
Argentina,ARG,542954,0.0470
Argentina,ARG,543461,0.0394
Argentina,ARG,543462,0.0343
Argentina,ARG,543476,0.0343
Argentina,ARG,543489,0.0318
Argentina,ARG,543541,0.0343
Argentina,ARG,543543,0.0343
Argentina,ARG,543571,0.0343
Argentina,ARG,543624,0.0353
Argentina,ARG,543783,0.0394
Argentina,ARG,5411200,0.0222
Argentina,ARG,5438742,0.0427
Argentina,ARG,5491127,0.3990
Argentina,ARG,54112010,0.0222
Argentina,ARG,54112011,0.0222
Argentina,ARG,54112044,0.0222
Argentina,ARG,54112045,0.0222
Argentina,ARG,54112046,0.0222
Argentina,ARG,54112047,0.0222
Argentina,ARG,54112048,0.0222
Argentina,ARG,54112810,0.0222
Argentina,ARG,54112811,0.0222
Argentina,ARG,54112812,0.0222
Argentina,ARG,54112813,0.0222
Argentina,ARG,54112814,0.0222
Argentina,ARG,54113992,0.0222
Argentina,ARG,54113993,0.0222
Argentina,ARG,54113994,0.0222
Argentina,ARG,54113995,0.0222
Argentina,ARG,54113996,0.0222
Argentina,ARG,54113997,0.0222
Argentina,ARG,54113998,0.0222
Argentina,ARG,54113999,0.0222
Argentina,ARG,54114040,0.0222
Argentina,ARG,54114150,0.0222
Argentina,ARG,54114154,0.0222
Argentina,ARG,54114337,0.0222
Argentina,ARG,54114377,0.0222
Argentina,ARG,54114385,0.0222
Argentina,ARG,54114527,0.0222
Argentina,ARG,54114560,0.0222
Argentina,ARG,54114561,0.0222
Argentina,ARG,54114562,0.0222
Argentina,ARG,54114593,0.0222
Argentina,ARG,54114596,0.0222
Argentina,ARG,54114597,0.0222
Argentina,ARG,54114598,0.0222
Argentina,ARG,54114599,0.0222
Argentina,ARG,54114615,0.0222
Argentina,ARG,54114677,0.0222
Argentina,ARG,54114678,0.0222
Argentina,ARG,54114685,0.0222
Argentina,ARG,54114818,0.0222
Argentina,ARG,54114906,0.0222
Argentina,ARG,54114907,0.0222
Argentina,ARG,54114908,0.0222
Argentina,ARG,54114967,0.0222
Argentina,ARG,54114976,0.0222
Argentina,ARG,54114977,0.0222
Argentina,ARG,54114978,0.0222
Argentina,ARG,54114996,0.0222
Argentina,ARG,54115100,0.0222
Argentina,ARG,54115130,0.0222
Argentina,ARG,54115202,0.0222
Argentina,ARG,54115203,0.0222
Argentina,ARG,54115206,0.0222
Argentina,ARG,54115207,0.0222
Argentina,ARG,54115209,0.0222
Argentina,ARG,54115211,0.0222
Argentina,ARG,54115213,0.0222
Argentina,ARG,54115214,0.0222
Argentina,ARG,54115251,0.0222
Argentina,ARG,54115330,0.0222
Argentina,ARG,54115398,0.0222
Argentina,ARG,54117068,0.0222
Argentina,ARG,54117069,0.0222
Argentina,ARG,54117070,0.0222
Argentina,ARG,54117071,0.0222
Argentina,ARG,54117085,0.0222
Argentina,ARG,54117086,0.0222
Argentina,ARG,54117087,0.0222
Argentina,ARG,54220259,0.0684
Argentina,ARG,54220261,0.0684
Argentina,ARG,54220413,0.0684
Argentina,ARG,54220472,0.0684
Argentina,ARG,54220488,0.0684
Argentina,ARG,54221401,0.0316
Argentina,ARG,54221403,0.0316
Argentina,ARG,54221405,0.0316
Argentina,ARG,54221407,0.0288
Argentina,ARG,54221430,0.0288
Argentina,ARG,54221458,0.0480
Argentina,ARG,54221467,0.0480
Argentina,ARG,54221510,0.0288
Argentina,ARG,54221653,0.0480
Argentina,ARG,54222461,0.0684
Argentina,ARG,54222954,0.0684
Argentina,ARG,54223401,0.0316
Argentina,ARG,54223403,0.0316
Argentina,ARG,54223405,0.0288
Argentina,ARG,54223408,0.0316
Argentina,ARG,54223457,0.0480
Argentina,ARG,54223458,0.0480
Argentina,ARG,54223459,0.0316
Argentina,ARG,54223500,0.0288
Argentina,ARG,54223643,0.0480
Argentina,ARG,54223644,0.0288
Argentina,ARG,54224541,0.0684
Argentina,ARG,54225549,0.0684
Argentina,ARG,54225745,0.0684
Argentina,ARG,54226845,0.0684
Argentina,ARG,54232027,0.0445
Argentina,ARG,54232445,0.0445
Argentina,ARG,54237427,0.0371
Argentina,ARG,54237429,0.0371
Argentina,ARG,54237490,0.0371
Argentina,ARG,54247849,0.0684
Argentina,ARG,54260446,0.0684
Argentina,ARG,54261211,0.0288
Argentina,ARG,54261260,0.0288
Argentina,ARG,54261370,0.0480
Argentina,ARG,54261371,0.0480
Argentina,ARG,54261372,0.0288
Argentina,ARG,54261380,0.0288
Argentina,ARG,54261400,0.0316
Argentina,ARG,54261401,0.0316
Argentina,ARG,54261403,0.0316
Argentina,ARG,54261455,0.0288
Argentina,ARG,54261456,0.0480
Argentina,ARG,54261457,0.0480
Argentina,ARG,54261483,0.0316
Argentina,ARG,54262447,0.0722
Argentina,ARG,54263426,0.0684
Argentina,ARG,54263445,0.0684
Argentina,ARG,54264437,0.0620
Argentina,ARG,54264438,0.0620
Argentina,ARG,54264479,0.0371
Argentina,ARG,54264500,0.0371
Argentina,ARG,54266478,0.0596
Argentina,ARG,54291480,0.0480
Argentina,ARG,54291489,0.0480
Argentina,ARG,54291500,0.0288
Argentina,ARG,54291519,0.0480
Argentina,ARG,54292045,0.0684
Argentina,ARG,54292249,0.0620
Argentina,ARG,54294445,0.0684
Argentina,ARG,54297450,0.0722
Argentina,ARG,54297451,0.0722
Argentina,ARG,54297511,0.0684
Argentina,ARG,54298447,0.0684
Argentina,ARG,54299431,0.0620
Argentina,ARG,54299439,0.0620
Argentina,ARG,54299566,0.0620
Argentina,ARG,54299591,0.0371
Argentina,ARG,54332945,0.0371
Argentina,ARG,54336449,0.0596
Argentina,ARG,54340045,0.0684
Argentina,ARG,54341222,0.0480
Argentina,ARG,54341223,0.0288
Argentina,ARG,54341236,0.0288
Argentina,ARG,54341401,0.0480
Argentina,ARG,54341404,0.0316
Argentina,ARG,54341408,0.0480
Argentina,ARG,54341467,0.0316
Argentina,ARG,54341469,0.0288
Argentina,ARG,54341470,0.0316
Argentina,ARG,54341475,0.0480
Argentina,ARG,54341476,0.0480
